model,method_type,contamination,n_estimators,max_features,feature_set,anomalies_detected,anomaly_pct,total_days,true_positives,success,n_neighbors,eps,min_samples,threshold,window,period,span
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_freight,62,10.1,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,multi_feature,62,10.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_basic,62,10.1,614,5,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_full,62,10.1,614,4,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,all_features,62,10.1,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,revenue_only,92,15.0,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_orders,92,15.0,614,7,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_freight,92,15.0,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,multi_feature,92,15.0,614,5,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_basic,92,15.0,614,7,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_full,92,15.0,614,5,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,all_features,92,15.0,614,4,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,revenue_only,7,1.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_orders,7,1.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_freight,7,1.1,614,1,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,multi_feature,7,1.1,614,1,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_basic,7,1.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_full,7,1.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,all_features,7,1.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,revenue_only,13,2.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_orders,13,2.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_freight,13,2.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,multi_feature,13,2.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_basic,13,2.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_full,13,2.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,all_features,13,2.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,revenue_only,19,3.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_orders,19,3.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_freight,19,3.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,multi_feature,19,3.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_basic,19,3.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_full,19,3.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,all_features,19,3.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,revenue_only,31,5.0,614,3,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_orders,31,5.0,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_freight,31,5.0,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,multi_feature,31,5.0,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_basic,31,5.0,614,3,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_full,31,5.0,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,all_features,31,5.0,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,revenue_only,43,7.0,614,3,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_orders,43,7.0,614,3,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_freight,43,7.0,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,multi_feature,43,7.0,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_basic,43,7.0,614,4,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_full,43,7.0,614,4,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,all_features,43,7.0,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,revenue_only,62,10.1,614,3,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_orders,62,10.1,614,4,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_freight,62,10.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,multi_feature,62,10.1,614,2,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_basic,62,10.1,614,5,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_full,62,10.1,614,4,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,all_features,62,10.1,614,3,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,revenue_only,92,15.0,614,3,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_orders,92,15.0,614,7,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_freight,92,15.0,614,3,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,multi_feature,92,15.0,614,5,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_basic,92,15.0,614,7,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_full,92,15.0,614,5,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,all_features,92,15.0,614,5,yes,30.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,revenue_only,7,1.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_orders,7,1.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_freight,7,1.1,614,1,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,multi_feature,7,1.1,614,1,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_basic,7,1.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_full,7,1.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,all_features,7,1.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,revenue_only,13,2.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_orders,13,2.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_freight,13,2.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,multi_feature,13,2.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_basic,13,2.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_full,13,2.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,all_features,13,2.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,revenue_only,19,3.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_orders,19,3.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_freight,19,3.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,multi_feature,19,3.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_basic,19,3.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_full,19,3.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,all_features,19,3.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,revenue_only,31,5.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_orders,31,5.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_freight,31,5.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,multi_feature,31,5.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_basic,31,5.0,614,3,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_full,31,5.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,all_features,31,5.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,revenue_only,43,7.0,614,3,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_orders,43,7.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_freight,43,7.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,multi_feature,43,7.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_basic,43,7.0,614,4,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_full,43,7.0,614,4,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,all_features,43,7.0,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,revenue_only,62,10.1,614,3,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_orders,62,10.1,614,3,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_freight,62,10.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,multi_feature,62,10.1,614,2,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_basic,62,10.1,614,5,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_full,62,10.1,614,5,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,all_features,62,10.1,614,3,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,revenue_only,92,15.0,614,4,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_orders,92,15.0,614,5,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_freight,92,15.0,614,3,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,multi_feature,92,15.0,614,4,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_basic,92,15.0,614,7,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_full,92,15.0,614,6,yes,40.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,all_features,92,15.0,614,5,yes,40.0,,,,,,
DBSCAN,DBSCAN,,,,revenue_only,2,0.3,614,2,no,,0.3,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,4,0.7,614,2,no,,0.3,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,10,1.6,614,2,yes,,0.3,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,150,24.4,614,7,no,,0.3,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,56,9.1,614,4,yes,,0.3,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,377,61.4,614,12,no,,0.3,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,601,97.9,614,17,no,,0.3,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,2,0.3,614,2,no,,0.3,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,4,0.7,614,2,no,,0.3,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,18,2.9,614,2,yes,,0.3,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,200,32.6,614,9,no,,0.3,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,74,12.1,614,5,yes,,0.3,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,441,71.8,614,14,no,,0.3,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,611,99.5,614,17,no,,0.3,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,2,0.3,614,2,no,,0.3,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,16,2.6,614,2,yes,,0.3,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,40,6.5,614,2,yes,,0.3,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,287,46.7,614,11,no,,0.3,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,108,17.6,614,5,no,,0.3,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,549,89.4,614,16,no,,0.3,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.3,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,3,0.5,614,2,no,,0.3,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,17,2.8,614,2,yes,,0.3,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,56,9.1,614,2,yes,,0.3,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,367,59.8,614,12,no,,0.3,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,156,25.4,614,5,no,,0.3,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,589,95.9,614,17,no,,0.3,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.3,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,3,0.5,614,2,no,,0.3,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,19,3.1,614,2,yes,,0.3,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,72,11.7,614,2,yes,,0.3,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,539,87.8,614,16,no,,0.3,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,246,40.1,614,8,no,,0.3,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,598,97.4,614,17,no,,0.3,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.3,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,6,1.0,614,2,yes,,0.3,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,21,3.4,614,2,yes,,0.3,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,92,15.0,614,3,yes,,0.3,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,614,100.0,614,17,no,,0.3,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,325,52.9,614,9,no,,0.3,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,614,100.0,614,17,no,,0.3,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.3,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,7,1.1,614,2,yes,,0.3,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,23,3.7,614,2,yes,,0.3,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,153,24.9,614,4,no,,0.3,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,614,100.0,614,17,no,,0.3,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,427,69.5,614,14,no,,0.3,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,614,100.0,614,17,no,,0.3,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.3,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.5,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.5,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,5,0.8,614,2,no,,0.5,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,51,8.3,614,2,yes,,0.5,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,15,2.4,614,2,yes,,0.5,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,131,21.3,614,6,no,,0.5,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,511,83.2,614,16,no,,0.5,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.5,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.5,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,9,1.5,614,2,yes,,0.5,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,75,12.2,614,4,yes,,0.5,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,21,3.4,614,3,yes,,0.5,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,169,27.5,614,7,no,,0.5,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,565,92.0,614,16,no,,0.5,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.5,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.5,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,14,2.3,614,2,yes,,0.5,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,108,17.6,614,4,no,,0.5,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,29,4.7,614,3,yes,,0.5,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,235,38.3,614,9,no,,0.5,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,609,99.2,614,17,no,,0.5,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,2,0.3,614,2,no,,0.5,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,3,0.5,614,2,no,,0.5,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,16,2.6,614,2,yes,,0.5,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,121,19.7,614,5,no,,0.5,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,36,5.9,614,4,yes,,0.5,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,274,44.6,614,10,no,,0.5,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.5,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,2,0.3,614,2,no,,0.5,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,3,0.5,614,2,no,,0.5,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,20,3.3,614,2,yes,,0.5,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,150,24.4,614,7,no,,0.5,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,41,6.7,614,4,yes,,0.5,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,309,50.3,614,11,no,,0.5,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.5,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,2,0.3,614,2,no,,0.5,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,9,1.5,614,2,yes,,0.5,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,30,4.9,614,2,yes,,0.5,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,199,32.4,614,10,no,,0.5,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,51,8.3,614,4,yes,,0.5,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,384,62.5,614,15,no,,0.5,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.5,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,2,0.3,614,2,no,,0.5,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,10,1.6,614,2,yes,,0.5,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,37,6.0,614,2,yes,,0.5,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,238,38.8,614,11,no,,0.5,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,102,16.6,614,5,no,,0.5,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,461,75.1,614,16,no,,0.5,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.5,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.7,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.7,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,3,0.5,614,1,no,,0.7,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,22,3.6,614,2,yes,,0.7,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,0.7,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,42,6.8,614,4,yes,,0.7,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,305,49.7,614,11,no,,0.7,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.7,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.7,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,5,0.8,614,1,no,,0.7,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,28,4.6,614,2,yes,,0.7,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,11,1.8,614,2,yes,,0.7,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,58,9.4,614,4,yes,,0.7,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,363,59.1,614,14,no,,0.7,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.7,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.7,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,10,1.6,614,1,yes,,0.7,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,55,9.0,614,3,yes,,0.7,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,15,2.4,614,2,yes,,0.7,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,87,14.2,614,5,yes,,0.7,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,484,78.8,614,16,no,,0.7,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.7,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.7,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,10,1.6,614,1,yes,,0.7,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,56,9.1,614,3,yes,,0.7,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,21,3.4,614,3,yes,,0.7,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,111,18.1,614,7,no,,0.7,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,568,92.5,614,17,no,,0.7,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.7,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.7,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,13,2.1,614,2,yes,,0.7,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,67,10.9,614,3,yes,,0.7,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,24,3.9,614,3,yes,,0.7,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,150,24.4,614,7,no,,0.7,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.7,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,0.7,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,0.7,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,13,2.1,614,2,yes,,0.7,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,81,13.2,614,3,yes,,0.7,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,25,4.1,614,3,yes,,0.7,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,207,33.7,614,8,no,,0.7,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.7,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,2,0.3,614,2,no,,0.7,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,4,0.7,614,2,no,,0.7,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,14,2.3,614,2,yes,,0.7,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,106,17.3,614,4,no,,0.7,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,26,4.2,614,3,yes,,0.7,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,227,37.0,614,8,no,,0.7,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,614,100.0,614,17,no,,0.7,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.0,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.0,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,1.0,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,16,2.6,614,2,yes,,1.0,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,3,0.5,614,2,no,,1.0,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,6,1.0,614,2,yes,,1.0,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,97,15.8,614,6,no,,1.0,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.0,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.0,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,1.0,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,24,3.9,614,2,yes,,1.0,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.0,3.0,,,,
