model,method_type,contamination,n_estimators,max_features,feature_set,anomalies_detected,anomaly_pct,total_days,true_positives,success,n_neighbors,eps,min_samples,threshold,window,period,span
IsolationForest,IsolationForest,0.1,100.0,1.0,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,100.0,1.0,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,100.0,1.0,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,100.0,1.0,multi_feature,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,100.0,1.0,temporal_basic,62,10.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.1,100.0,1.0,temporal_full,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,100.0,1.0,all_features,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.5,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.5,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.5,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.5,multi_feature,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.5,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.5,temporal_full,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.5,all_features,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.75,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.75,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.75,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.75,multi_feature,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.75,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.75,temporal_full,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,0.75,all_features,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,1.0,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,1.0,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,1.0,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,1.0,multi_feature,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,1.0,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,1.0,temporal_full,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,150.0,1.0,all_features,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.5,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.5,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.5,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.5,multi_feature,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.5,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.5,temporal_full,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.5,all_features,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.75,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.75,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.75,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.75,multi_feature,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.75,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.75,temporal_full,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,0.75,all_features,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,1.0,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,1.0,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,1.0,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,1.0,multi_feature,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,1.0,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,1.0,temporal_full,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,200.0,1.0,all_features,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.5,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.5,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.5,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.5,multi_feature,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.5,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.5,temporal_full,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.5,all_features,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.75,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.75,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.75,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.75,multi_feature,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.75,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.75,temporal_full,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,0.75,all_features,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,1.0,revenue_only,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,1.0,rev_orders,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,1.0,rev_freight,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,1.0,multi_feature,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,1.0,temporal_basic,62,10.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,1.0,temporal_full,62,10.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.1,300.0,1.0,all_features,62,10.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.5,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.5,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.5,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.5,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.5,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.5,temporal_full,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.5,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.75,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.75,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.75,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.75,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.75,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.75,temporal_full,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,0.75,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,1.0,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,1.0,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,1.0,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,1.0,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,1.0,temporal_basic,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,1.0,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,50.0,1.0,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.5,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.5,rev_orders,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.5,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.5,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.5,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.5,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.5,all_features,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.75,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.75,rev_orders,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.75,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.75,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.75,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.75,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,0.75,all_features,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,1.0,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,1.0,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,1.0,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,1.0,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,1.0,temporal_basic,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,1.0,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,100.0,1.0,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.5,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.5,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.5,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.5,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.5,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.5,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.5,all_features,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.75,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.75,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.75,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.75,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.75,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.75,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,0.75,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,1.0,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,1.0,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,1.0,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,1.0,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,1.0,temporal_basic,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,1.0,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,150.0,1.0,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.5,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.5,rev_orders,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.5,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.5,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.5,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.5,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.5,all_features,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.75,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.75,rev_orders,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.75,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.75,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.75,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.75,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,0.75,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,1.0,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,1.0,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,1.0,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,1.0,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,1.0,temporal_basic,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,1.0,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,200.0,1.0,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.5,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.5,rev_orders,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.5,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.5,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.5,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.5,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.5,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.75,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.75,rev_orders,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.75,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.75,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.75,temporal_basic,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.75,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,0.75,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,1.0,revenue_only,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,1.0,rev_orders,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,1.0,rev_freight,74,12.1,614,2,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,1.0,multi_feature,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,1.0,temporal_basic,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,1.0,temporal_full,74,12.1,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.12,300.0,1.0,all_features,74,12.1,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.5,revenue_only,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.5,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.5,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.5,multi_feature,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.5,temporal_basic,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.5,temporal_full,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.5,all_features,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.75,revenue_only,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.75,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.75,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.75,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.75,temporal_basic,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.75,temporal_full,92,15.0,614,6,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,0.75,all_features,92,15.0,614,7,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,1.0,revenue_only,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,1.0,rev_orders,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,1.0,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,1.0,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,1.0,temporal_basic,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,1.0,temporal_full,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,50.0,1.0,all_features,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.5,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.5,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.5,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.5,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.5,temporal_basic,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.5,temporal_full,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.5,all_features,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.75,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.75,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.75,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.75,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.75,temporal_basic,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.75,temporal_full,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,0.75,all_features,92,15.0,614,6,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,1.0,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,1.0,rev_orders,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,1.0,rev_freight,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,1.0,multi_feature,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,1.0,temporal_basic,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,1.0,temporal_full,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,100.0,1.0,all_features,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.5,revenue_only,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.5,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.5,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.5,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.5,temporal_basic,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.5,temporal_full,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.5,all_features,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.75,revenue_only,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.75,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.75,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.75,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.75,temporal_basic,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.75,temporal_full,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,0.75,all_features,92,15.0,614,6,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,1.0,revenue_only,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,1.0,rev_orders,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,1.0,rev_freight,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,1.0,multi_feature,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,1.0,temporal_basic,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,1.0,temporal_full,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,150.0,1.0,all_features,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.5,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.5,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.5,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.5,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.5,temporal_basic,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.5,temporal_full,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.5,all_features,92,15.0,614,6,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.75,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.75,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.75,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.75,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.75,temporal_basic,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.75,temporal_full,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,0.75,all_features,92,15.0,614,6,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,1.0,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,1.0,rev_orders,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,1.0,rev_freight,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,1.0,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,1.0,temporal_basic,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,1.0,temporal_full,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,200.0,1.0,all_features,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.5,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.5,rev_orders,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.5,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.5,multi_feature,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.5,temporal_basic,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.5,temporal_full,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.5,all_features,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.75,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.75,rev_orders,92,15.0,614,4,yes,,,,,,,
